date,SourceCommonName,DocumentIdentifier,V2Tone,V2Themes,AllNames,V2Organizations,V2Locations
20180823054500,businessoffashion.com,https://www.businessoffashion.com/articles/opinion/op-ed-how-indie-brands-can-create-connection-in-the-age-of-amazon,"2.37923576063446,4.32588320115357,1.94664744051911,6.27253064167267,21.9899062725306,1.36986301369863,1217",,"Everlane Store,16;United States,103;Warby Parkers,2193;Tata Harper,4980;Ryan Caldbeck,6437","Google,3451;Google,4268;Instagram,3725;Instagram,7054;Walmart,826;Walmart,4539;Walmart,4676;Walmart,6233;United States,92",1#United States#US#US##39.828175#-98.5795#US#92
20170803224500,businessoffashion.com,https://www.businessoffashion.com/careers/jobs/retail/united-states/everlane/retail-store-manager-san-francisco,"2.28136882129278,3.42205323193916,1.14068441064639,4.56273764258555,28.8973384030418,5.70342205323194,238","TAX_FNCACT_CANDIDATES,1455;WB_1467_EDUCATION_FOR_ALL,405;WB_470_EDUCATION,405;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,405;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,405;TAX_FNCACT_CANDIDATE,347;TAX_FNCACT_MANAGER,43;TAX_FNCACT_MANAGER,136;TAX_FNCACT_MANAGER,316;LGBT,1708;ECON_ENTREPRENEURSHIP,665;TAX_FNCACT_LEADER,758;TAX_ECON_PRICE,961;MEDIA_MSM,1103;WB_615_GENDER,1717;WB_615_GENDER,1735;TAX_FNCACT_EMPLOYEES,1563;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1528;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1591;WB_2670_JOBS,1528;WB_2670_JOBS,1591;WB_2689_JOBS_DIAGNOSTICS,1528;WB_2689_JOBS_DIAGNOSTICS,1591;WB_2748_EMPLOYMENT,1528;WB_2748_EMPLOYMENT,1591;DISABILITY,1676;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1676;WB_635_PUBLIC_HEALTH,1676;WB_1464_HEALTH_OF_THE_DISABLED,1676;WB_621_HEALTH_NUTRITION_AND_POPULATION,1676;TAX_FNCACT_ECONOMIST,1119;","Job Details,12;Retail Store Manager,44;UnspecifiedRetail Store Manager,128;Everlane Lab,265;Area Leader At Everlane,786;New York Times,1129;New York Magazine,1152","New York Times,1083;Salary Unspecifiedretail,122;Everlane Lab,280","2#New York, United States#US#USNY##42.1497#-74.9384#NY#1077;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1094;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#59;3#San Francisco, California, United States#US#USCA#CA075#37.7749#-122.419#277593#152"
20171031224500,businessoffashion.com,https://www.businessoffashion.com/careers/jobs/creative/united-states/everlane/assistant-photo-producer,"1.27659574468085,2.12765957446809,0.851063829787234,2.97872340425532,25.9574468085106,3.82978723404255,200","TAX_FNCACT_CANDIDATES,1243;TAX_FNCACT_ASSISTANT,9;TAX_FNCACT_ASSISTANT,80;TAX_FNCACT_ASSISTANT,178;TAX_FNCACT_CANDIDATE,319;LGBT,1496;TAX_FNCACT_PRODUCER,24;TAX_FNCACT_PRODUCER,95;TAX_FNCACT_PRODUCER,193;TAX_ECON_PRICE,736;MEDIA_MSM,878;WB_615_GENDER,1505;WB_615_GENDER,1523;WB_678_DIGITAL_GOVERNMENT,426;WB_2943_SWITCHES,426;WB_667_ICT_INFRASTRUCTURE,426;WB_672_NETWORK_MANAGEMENT,426;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,426;TAX_FNCACT_EMPLOYEES,1351;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1316;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1379;WB_2670_JOBS,1316;WB_2670_JOBS,1379;WB_2689_JOBS_DIAGNOSTICS,1316;WB_2689_JOBS_DIAGNOSTICS,1379;WB_2748_EMPLOYMENT,1316;WB_2748_EMPLOYMENT,1379;DISABILITY,1464;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1464;WB_635_PUBLIC_HEALTH,1464;WB_1464_HEALTH_OF_THE_DISABLED,1464;WB_621_HEALTH_NUTRITION_AND_POPULATION,1464;TAX_FNCACT_ECONOMIST,894;","Assistant Photo Producer,25;Assistant Photo Producer,109;Assistant Photo Producer,220;New York Times,937;New York Magazine,960","New York Times,858","2#New York, United States#US#USNY##42.1497#-74.9384#NY#852;2#New York, United States#US#USNY##42.1497#-74.9384#NY#869"
20191221041500,businessoffashion.com,https://www.businessoffashion.com/articles/podcasts/drive-season-2-episode-6-everlanes-michael-preysman-on-balancing-time-customer-and-product,"0.221238938053097,2.21238938053097,1.99115044247788,4.20353982300885,23.4513274336283,6.63716814159292,405","TAX_FNCACT_CHIEF,368;ECON_ENTREPRENEURSHIP,133;TAX_ECON_PRICE,969;WB_678_DIGITAL_GOVERNMENT,917;WB_694_BROADCAST_AND_MEDIA,917;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,917;TAX_FNCACT_LEADERS,223;TAX_FNCACT_FOUNDER,457;TRANSPARENCY,1033;TAX_FNCACT_CORRESPONDENT,382;EXTREMISM,1020;ENV_CLIMATECHANGE,1405;WB_567_CLIMATE_CHANGE,1405;CRISISLEX_CRISISLEXREC,1405;UNGP_CLIMATE_CHANGE_ACTION,1405;UNGP_FORESTS_RIVERS_OCEANS,268;UNGP_FORESTS_RIVERS_OCEANS,589;UNGP_FORESTS_RIVERS_OCEANS,702;UNGP_FORESTS_RIVERS_OCEANS,1839;MEDIA_SOCIAL,917;WB_652_ICT_APPLICATIONS,917;WB_662_SOCIAL_MEDIA,917;WB_658_ENTERPRISE_APPLICATIONS,917;","United States,66;New York Lauren Sherman,428;Michael Preysman,460","United States,72","2#New York, United States#US#USNY##42.1497#-74.9384#NY#400;1#United States#US#US##39.828175#-98.5795#US#72"
20170724154500,businessoffashion.com,https://www.businessoffashion.com/articles/careers/announcing-everlane-patrizia-pepe-and-bond-no-9,"2.92887029288703,4.18410041841004,1.25523012552301,5.43933054393306,17.5732217573222,1.67364016736402,217","TAX_FNCACT_CHIEF,1178;TAX_FNCACT_WOMEN,888;TAX_FNCACT_DESIGNER,788;TAX_FNCACT_DESIGNER,815;TAX_FNCACT_MANAGER,998;TAX_FNCACT_MANAGER,1015;TAX_FNCACT_DIRECTOR,731;TAX_FNCACT_DIRECTOR,1267;TAX_FNCACT_CHIEF_FINANCIAL_OFFICER,1196;EPU_ECONOMY_HISTORIC,391;ECON_ENTREPRENEURSHIP,260;WB_678_DIGITAL_GOVERNMENT,760;WB_694_BROADCAST_AND_MEDIA,760;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,760;TAX_FNCACT_FOUNDER,349;TAX_MILITARY_TITLE_OFFICER,1196;TAX_FNCACT_OFFICER,1196;TAX_FNCACT_EXECUTIVES,244;MEDIA_SOCIAL,760;WB_652_ICT_APPLICATIONS,760;WB_662_SOCIAL_MEDIA,760;WB_658_ENTERPRISE_APPLICATIONS,760;WB_1467_EDUCATION_FOR_ALL,1380;WB_470_EDUCATION,1380;WB_2131_EMPLOYABILITY_SKILLS_AND_JOBS,1380;WB_1484_EDUCATION_SKILLS_DEVELOPMENT_AND_LABOR_MARKET,1380;WB_2670_JOBS,75;WB_2670_JOBS,583;WB_2670_JOBS,1358;WB_2670_JOBS,1419;WB_696_PUBLIC_SECTOR_MANAGEMENT,75;WB_696_PUBLIC_SECTOR_MANAGEMENT,583;WB_696_PUBLIC_SECTOR_MANAGEMENT,1358;WB_696_PUBLIC_SECTOR_MANAGEMENT,1419;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,75;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,583;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,1358;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,1419;WB_723_PUBLIC_ADMINISTRATION,75;WB_723_PUBLIC_ADMINISTRATION,583;WB_723_PUBLIC_ADMINISTRATION,1358;WB_723_PUBLIC_ADMINISTRATION,1419;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,75;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,583;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,1358;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,1419;","BoF Careers,109;United Kingdom,178;Monday Motivation,211;Jean Touitou,363;BoF Careers,644;San Francisco-based,761;Patrizia Pepe,940;Florence Last,1140;New York,1237;New York,1348;London Here,1401;BoF Careers,1461;BoF Careers,1525","Bof Team,11","1#United Kingdom#UK#UK##54#-2#UK#142;1#United Kingdom#UK#UK##54#-2#UK#159;1#United Kingdom#UK#UK##54#-2#UK#1293;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1129;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1234;4#London, London, City Of, United Kingdom#UK#UKH9#40110#51.5#-0.116667#-2601889#126;4#London, London, City Of, United Kingdom#UK#UKH9#40110#51.5#-0.116667#-2601889#1277"
20210930064500,businessoffashion.com,https://www.businessoffashion.com/news/retail/everlane-names-new-ceo,"-2.02429149797571,0.809716599190283,2.83400809716599,3.64372469635628,23.8866396761134,0,216","TAX_FNCACT_CHIEF,36;TAX_FNCACT_CHIEF,178;TAX_FNCACT_EXECUTIVE,46;TAX_FNCACT_EXECUTIVE,188;TAX_FNCACT_EXECUTIVE,212;TAX_FNCACT_CEO,124;TAX_FNCACT_FOUNDER,159;TAX_FNCACT_CHIEF_EXECUTIVE,46;TAX_FNCACT_CHIEF_EXECUTIVE,188;LEADER,419;TAX_FNCACT_PRESIDENT,419;USPEC_POLITICS_GENERAL1,419;TRANSPARENCY,900;TAX_FNCACT_EMPLOYEES,1322;TAX_FNCACT_SENATOR,1459;","Andrea O'Donnell,17;With O'Donnell,109;Deckers Brands,380;Before Decker,622;Lane Crawford,697;Gigi Hadid,1018;Meghan Markle,1036;York Times,1303;Senator Bernie,1542","New York Times,1232","2#New York, United States#US#USNY##42.1497#-74.9384#NY#1226;3#Crawford, New York, United States#US#USNY#NY111#41.6557#-74.3282#972351#645"
20211001013000,businessoffashion.com,https://www.businessoffashion.com/articles/workplace-talent/power-moves-vanessa-kingoris-new-role-at-conde-nast-everlanes-founder-leaves-ceo-role,"-0.45662100456621,0,0.45662100456621,0.45662100456621,20.5479452054795,0,200","TAX_FNCACT_PUBLISHER,187;TAX_FNCACT_DIRECTOR,84;TAX_FNCACT_DIRECTOR,1253;EDUCATION,1347;SOC_POINTSOFINTEREST_SCHOOL,1347;APPOINTMENT,812;TAX_FNCACT_EXECUTIVE,507;TAX_FNCACT_EXECUTIVE,646;TAX_FNCACT_EXECUTIVE,960;TAX_FNCACT_EXECUTIVE,1024;PROTEST,671;MOVEMENT_GENERAL,671;TAX_FNCACT_ACTIVIST,671;UNGP_FORESTS_RIVERS_OCEANS,662;TAX_ETHNICITY_AMERICAN,894;TAX_FNCACT_CHIEF,243;TAX_FNCACT_CHIEF,497;TAX_FNCACT_CHIEF,822;TAX_FNCACT_CHIEF,1014;TAX_FNCACT_DESIGNER,1211;EPU_ECONOMY_HISTORIC,151;EPU_ECONOMY_HISTORIC,252;EPU_ECONOMY_HISTORIC,305;TAX_FNCACT_CEO,588;TAX_FNCACT_CHIEF_EXECUTIVE,507;TAX_FNCACT_CHIEF_EXECUTIVE,1024;TAX_FNCACT_FOUNDER,543;LEADER,774;TAX_FNCACT_PRESIDENT,774;USPEC_POLITICS_GENERAL1,774;TAX_ETHNICITY_ITALIAN,1332;TAX_WORLDLANGUAGES_ITALIAN,1332;TAX_MILITARY_TITLE_OFFICER,260;TAX_MILITARY_TITLE_OFFICER,850;TAX_FNCACT_OFFICER,260;TAX_FNCACT_OFFICER,850;TAX_ETHNICITY_BLACK,177;","Vanessa Kingori,16;British Vogue,105;Nast Britain,227;Vogue European,317;United Kingdom,391;Andrea O'Donnell,520;Michael Preysman,593;Decker Brands,755;American Expres,951;Marco Gobetti,1097;Massimiliano Giornetti,1341","Burberry,803;Burberry,1008",1#United Kingdom#UK#UK##54#-4#UK#366;1#Italian#IT#IT##42.833333#12.833333#IT#1332;1#Britain#UK#UK##54#-4#UK#214;1#Belgium#BE#BE##50.833333#4#BE#1202;1#American#US#US##39.828175#-98.5795#US#894;1#British#UK#UK##54#-4#UK#95
20230106013000,businessoffashion.com,https://www.businessoffashion.com/news/direct-to-consumer/everlane-layoffs/,"-1.55038759689922,2.32558139534884,3.87596899224806,6.2015503875969,20.9302325581395,0,120","MEDIA_MSM,556;TAX_FNCACT_CHIEF,362;TAX_FNCACT_EXECUTIVE,372;ECON_INFLATION,152;WB_1104_MACROECONOMIC_VULNERABILITY_AND_DEBT,152;WB_442_INFLATION,152;TAX_FNCACT_EMPLOYEES,284;TAX_FNCACT_EMPLOYEES,501;TAX_ECON_PRICE,414;TAX_FNCACT_CHIEF_EXECUTIVE,372;",,,
20250714054500,businessoffashion.com,https://www.businessoffashion.com/articles/direct-to-consumer/everlanes-new-ceo-talks-about-growth-strategy/,"1.91082802547771,3.30052113491604,1.38969310943833,4.69021424435437,24.2617255356109,0.579038795599305,1557","MARITIME,1515;TAX_WORLDLANGUAGES_MADER,3620;TAX_WORLDLANGUAGES_MADER,5960;TAX_ECON_PRICE,2653;TAX_ECON_PRICE,8538;TAX_FNCACT_MERCHANDISER,2549;WB_696_PUBLIC_SECTOR_MANAGEMENT,3064;WB_840_JUSTICE,3064;WB_1014_CRIMINAL_JUSTICE,3064;ACT_MAKESTATEMENT,2351;ACT_MAKESTATEMENT,2443;TAX_FNCACT_STAFFER,7950;LEADER,6567;TAX_FNCACT_PRESIDENT,6567;USPEC_POLITICS_GENERAL1,6567;TAX_FNCACT_FOUNDER,362;TRANSPARENCY,3298;TAX_DISEASE_DISRUPTIVE,3262;TAX_FNCACT_CHIEF_EXECUTIVE,4234;TAX_FNCACT_CHIEF,4224;EXTREMISM,3285;TAX_FNCACT_AMBASSADOR,7920;EPU_CATS_MIGRATION_FEAR_FEAR,1140;EPU_CATS_MIGRATION_FEAR_FEAR,3913;EPU_CATS_MIGRATION_FEAR_FEAR,4242;TAX_FNCACT_EXECUTIVE,950;TAX_FNCACT_EXECUTIVE,4206;TAX_FNCACT_EXECUTIVE,4234;TAX_FNCACT_SENIOR_VICE_PRESIDENT,6567;TAX_FNCACT_INSIDERS,619;UNGP_FORESTS_RIVERS_OCEANS,5705;UNGP_FORESTS_RIVERS_OCEANS,8636;UNGP_FORESTS_RIVERS_OCEANS,9567;WB_678_DIGITAL_GOVERNMENT,7497;WB_694_BROADCAST_AND_MEDIA,7497;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,7497;SOC_POINTSOFINTEREST_HEADQUARTERS,1489;UNGP_CLIMATE_CHANGE_ACTION,8772;UNREST_BELLIGERENT,8241;TAX_FNCACT_PEERS,4681;MEDIA_SOCIAL,7497;WB_652_ICT_APPLICATIONS,7497;WB_662_SOCIAL_MEDIA,7497;WB_658_ENTERPRISE_APPLICATIONS,7497;TAX_FNCACT_CEO,386;TAX_FNCACT_CEO,709;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,5591;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,7640;WB_1462_WATER_SANITATION_AND_HYGIENE,5591;WB_1462_WATER_SANITATION_AND_HYGIENE,7640;WB_635_PUBLIC_HEALTH,5591;WB_635_PUBLIC_HEALTH,7640;WB_621_HEALTH_NUTRITION_AND_POPULATION,5591;WB_621_HEALTH_NUTRITION_AND_POPULATION,7640;TAX_FNCACT_VICE_PRESIDENT,6567;TAX_FNCACT_DESIGNER,2534;TAX_FNCACT_DESIGNER,3605;EPU_ECONOMY_HISTORIC,1408;","Michael Preysman,403;Alfred Chang,960;San Francisco,1574;Designer Mathilde Mader,3878;Kylie Jenner,4140;Jerry Lorenzo,4236;Alfred Chang,4453;Alfred Chang,4468;Calvin Klein,6391;Mary Jane,6497;Bobby Goodwin,6934;Bottega Veneta-inspired,8799;Nora Kleinewillinghoefer,9756;North America,9806",,
20240227071500,businessoffashion.com,https://www.businessoffashion.com/articles/direct-to-consumer/can-everlane-still-be-a-billion-dollar-brand/,"1.0662177328844,3.64758698092031,2.58136924803591,6.22895622895623,24.8597081930415,0.336700336700337,1604","TAX_FNCACT_EXECUTIVE,541;TAX_FNCACT_EXECUTIVE,1487;TAX_FNCACT_EXECUTIVE,9901;WB_678_DIGITAL_GOVERNMENT,1849;WB_678_DIGITAL_GOVERNMENT,2468;WB_678_DIGITAL_GOVERNMENT,2510;WB_678_DIGITAL_GOVERNMENT,6133;WB_678_DIGITAL_GOVERNMENT,7656;WB_678_DIGITAL_GOVERNMENT,9168;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,1849;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2468;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2510;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,6133;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,7656;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,9168;TAX_FNCACT_CHIEF,531;TAX_FNCACT_CHIEF,8444;TAX_FNCACT_CHIEF,8490;TAX_FNCACT_CHIEF,8702;TAX_FNCACT_CHIEF,9891;TAX_FNCACT_FOUNDER,492;TAX_FNCACT_FOUNDER,9883;","Michael Preysman,540;Mathilde Mader,851;Benjamin Bond,3686;Rebecca Robins,7860;Alex Rawitz,8314;Curve Love,8624;Leah Spector,8830;Kate Vukelich,9017;Vince Adams,9057;Ari Bloom,10476;A-Frame Brands,10527","Instagram,2535;Instagram,6352;Instagram,8039",1#American#US#US##39.828175#-98.5795#US#3200
20260518093000,businessoffashion.com,https://www.businessoffashion.com/news/retail/reports-shein-acquires-everlane/,"4.25531914893617,6.38297872340426,2.12765957446809,8.51063829787234,25.531914893617,8.51063829787234,38","WB_678_DIGITAL_GOVERNMENT,124;WB_694_BROADCAST_AND_MEDIA,124;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,124;TAX_FNCACT_RETAILER,62;TAX_ETHNICITY_CHINESE,7;TAX_WORLDLANGUAGES_CHINESE,7;",,,1#Chinese#CH#CH##35#105#CH#7
20170831200000,businessoffashion.com,https://www.businessoffashion.com/careers/jobs/digital-e-commerce/united-states/everlane/site-merchandiser,"2.47349823321555,3.18021201413428,0.706713780918728,3.886925795053,24.3816254416961,4.9469964664311,249","TAX_FNCACT_CANDIDATES,1530;TAX_FNCACT_CANDIDATE,352;LGBT,1782;EPU_ECONOMY_HISTORIC,94;EPU_ECONOMY_HISTORIC,494;EPU_ECONOMY_HISTORIC,571;TAX_FNCACT_MERCHANDISER,37;TAX_ECON_PRICE,1036;MEDIA_MSM,1178;WB_615_GENDER,1791;WB_615_GENDER,1809;UNGP_FORESTS_RIVERS_OCEANS,459;TAX_FNCACT_EMPLOYEES,1637;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1602;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1665;WB_2670_JOBS,1602;WB_2670_JOBS,1665;WB_2689_JOBS_DIAGNOSTICS,1602;WB_2689_JOBS_DIAGNOSTICS,1665;WB_2748_EMPLOYMENT,1602;WB_2748_EMPLOYMENT,1665;DISABILITY,1750;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1750;WB_635_PUBLIC_HEALTH,1750;WB_1464_HEALTH_OF_THE_DISABLED,1750;WB_621_HEALTH_NUTRITION_AND_POPULATION,1750;TAX_FNCACT_ECONOMIST,1194;","Site Merchandiser,38;New York Times,1237;New York Magazine,1260","New York Times,1158","2#New York, United States#US#USNY##42.1497#-74.9384#NY#1152;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1169"
20171109051500,businessoffashion.com,https://www.businessoffashion.com/careers/jobs/operations/united-states/everlane/pm-online-support-associate,"2.28571428571429,4.28571428571429,2,6.28571428571429,25.1428571428571,4.85714285714286,303","TAX_FNCACT_CANDIDATES,1770;TAX_FNCACT_CANDIDATE,764;LGBT,2023;CRISISLEX_C04_LOGISTICS_TRANSPORT,623;TAX_ECON_PRICE,1263;MEDIA_MSM,1405;WB_615_GENDER,2032;WB_615_GENDER,2050;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1843;WB_2745_JOB_QUALITY_AND_LABOR_MARKET_PERFORMANCE,1906;WB_2670_JOBS,1843;WB_2670_JOBS,1906;WB_2689_JOBS_DIAGNOSTICS,1843;WB_2689_JOBS_DIAGNOSTICS,1906;WB_2748_EMPLOYMENT,1843;WB_2748_EMPLOYMENT,1906;TAX_FNCACT_EMPLOYEES,1878;DISABILITY,1991;WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,1991;WB_635_PUBLIC_HEALTH,1991;WB_1464_HEALTH_OF_THE_DISABLED,1991;WB_621_HEALTH_NUTRITION_AND_POPULATION,1991;TAX_FNCACT_ECONOMIST,1421;","EverlaneP M Online Support Associate,71;Customer Experience,154;Customer Experience,457;New York Times,1500;New York Magazine,1523","New York Times,1385","2#New York, United States#US#USNY##42.1497#-74.9384#NY#1379;2#New York, United States#US#USNY##42.1497#-74.9384#NY#1396"
20170228101500,businessoffashion.com,https://www.businessoffashion.com/articles/news-bites/calvin-klein-and-moonlight-rebekka-bay-exits-everlane-and-more,"2.82935455349248,3.71352785145889,0.884173297966401,4.59770114942529,23.6074270557029,0.353669319186561,1012","TAX_FNCACT_WOMAN,1905;TAX_FNCACT_DIRECTOR,460;TAX_FNCACT_DIRECTOR,874;TAX_FNCACT_DIRECTOR,3768;TAX_FNCACT_DIRECTOR,4729;TAX_WORLDMAMMALS_HUMAN,3182;TAX_FNCACT_EXECUTIVE,2123;TAX_FNCACT_ACTOR,198;WB_678_DIGITAL_GOVERNMENT,3823;WB_678_DIGITAL_GOVERNMENT,5334;WB_678_DIGITAL_GOVERNMENT,5849;WB_694_BROADCAST_AND_MEDIA,3823;WB_694_BROADCAST_AND_MEDIA,5334;WB_694_BROADCAST_AND_MEDIA,5849;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,3823;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,5334;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,5849;TAX_ECON_PRICE,4794;TAX_FNCACT_RETAILER,2807;MEDIA_MSM,2150;MANMADE_DISASTER_IMPLIED,2798;AFFECT,1426;WB_695_POVERTY,6378;INEQUALITY,6378;TAX_FNCACT_DESIGNER,4748;TAX_FNCACT_CHIEF,412;TAX_FNCACT_CHIEF,2113;TAX_FNCACT_ARTISANS,4051;TAX_FNCACT_ARTISANS,4353;TAX_FNCACT_CONSULTANT,3753;TAX_FNCACT_FOUNDER,2105;TAX_FNCACT_CHIEF_EXECUTIVE,2123;UNGP_FORESTS_RIVERS_OCEANS,1230;TAX_FNCACT_ART_DIRECTOR,3768;TAX_FNCACT_CREATIVE_DIRECTOR,460;TAX_FNCACT_CREATIVE_DIRECTOR,4729;TAX_FNCACT_PHOTOGRAPHER,1035;TAX_FNCACT_MAN,1245;TAX_MILITARY_TITLE_OFFICER,429;TAX_FNCACT_OFFICER,429;MEDIA_SOCIAL,3823;MEDIA_SOCIAL,5334;MEDIA_SOCIAL,5849;WB_652_ICT_APPLICATIONS,3823;WB_652_ICT_APPLICATIONS,5334;WB_652_ICT_APPLICATIONS,5849;WB_662_SOCIAL_MEDIA,3823;WB_662_SOCIAL_MEDIA,5334;WB_662_SOCIAL_MEDIA,5849;WB_658_ENTERPRISE_APPLICATIONS,3823;WB_658_ENTERPRISE_APPLICATIONS,5334;WB_658_ENTERPRISE_APPLICATIONS,5849;","News Bites,60;Calvin Klein,78;Rebekka Bay,128;Sofia Sanchez De Betak,170;Mahershala Ali,252;Calvin Klein,274;Willy Vanderperre,322;Calvin Klein Men,411;Calvin Klein,459;Raf Simons,493;New York-based,605;Best Picture,742;Academy Awards,774;Barry Jenkins,981;Mahershala Ali,1012;Alex Hibbert,1030;Ashton Sanders,1050;Trevante Rhodes,1070;Willy Vanderperre,1168;Calvin Klein,1431;Naomie Harris,1766;Calvin Klein,1794;Calvin Klein,1974;Lauren ShermanRebekka Bay,2060;Everlane Less,2136;Rebekka Bay,2226;San Francisco-based,2261;New York,2923;Gap Bay,3156;Lauren ShermanSof,3820;Sanchez De Betak,3845;New York City,3953;Sanchez De Betak,4003;Bergdorf Goodman,4313;Sanchez De Betak,5072;New York,5319;Chantal FernandezReport,5694;Fashion House,5711;Azria Prepares,5732;Lyst Links,5833;Vestiaire Collective,5859;Milan Fights,5883;Emerging LabelsCareers Counsel,5918;Have Breakthrough Ideas,5951;New Buzzword,5979;Get More DoneThe Best,6006;Style Autumn,6031;Jil Sander,6048;Corporate RealnessCalvin Klein,6084;Rebekka Bay Exits Everlane,6130;Fashion House,6165;Azria Prepares,6186;BankruptcyCalvin Klein Hires Luella Bartley,6234;Lyst Links,6250;Vestiaire Collective,6276;Social Media PanoplyMilan Fights,6337;Emerging LabelsCareers Counsel,6372;Have Breakthrough Ideas,6405;New Buzzword,6433;Get More DoneChaos,6457;Little Creation,6479;MilanThe Best,6496;Style Autumn,6521;Growth Engine,6557;Meryl Streep Accuses Karl Lagerfeld,6605;OscarsMilan Fights,6640;Emerging LabelsVideo,6665;First Interview,6738;Ermanno ScervinoVideo,6804;June Sarpong,6819;DeRay McKesson,6838;FashionVirtual Reality,6887;Growth Engine,6904;Announcing Maison Margiela,6943;Paula CademartoriThe Best,6999;Style Autumn,7024","Instagram,1712;Bergdorf Goodman,3977;Bof Team,11","1#Argentina#AR#AR##-34#-64#AR#4840;2#New York, United States#US#USNY##42.1497#-74.9384#NY#2695;2#New York, United States#US#USNY##42.1497#-74.9384#NY#3648;2#New York, United States#US#USNY##42.1497#-74.9384#NY#4906;4#Paris, France (General), France#FR#FR00#16282#48.8667#2.33333#-1456928#4872"
